name,age,last_login,watch_time,preferred_category,payment_status,email,days_since_login,churned
최영길,33,2025-05-01,95,애니메이션,unpaid,ogim@yuhanhoesa.kr,7,0
이채원,57,2025-04-29,232,다큐멘터리,paid,hyejini@gimmungim.com,9,0
강민준,49,2025-04-28,95,예능,unpaid,bagyeonggil@jusighoesa.org,10,0
김영희,47,2025-04-08,110,드라마,unpaid,ei@live.com,30,1
박정웅,37,2025-04-19,252,영화,unpaid,yujin83@ju.com,19,0
김영일,50,2025-04-29,244,영화,paid,minsugim@naver.com,9,0
박영진,35,2025-04-16,270,영화,unpaid,jeonghobae@nate.com,22,0
김하윤,63,2025-04-12,236,영화,paid,gimyeji@hotmail.com,26,0
김영일,41,2025-04-26,94,애니메이션,unpaid,yeeun06@hwanggang.kr,12,0
장은지,48,2025-04-14,233,영화,paid,hanjihu@gimgimhan.com,24,0
강수진,25,2025-04-01,17,드라마,paid,sujin26@ju.kr,37,1
이영진,35,2025-04-08,110,다큐멘터리,paid,yeweon42@yuhanhoesa.com,30,1
장지후,49,2025-04-29,119,영화,unpaid,hayunhwang@daum.net,9,0
김선영,29,2025-04-02,21,애니메이션,unpaid,smin@baggim.com,36,1
고아름,34,2025-04-30,139,영화,unpaid,gseo@gmail.com,8,0
김재호,62,2025-04-29,174,애니메이션,paid,jiweon94@daum.net,9,0
이민석,60,2025-04-23,223,예능,unpaid,yi@dreamwiz.com,15,0
윤지우,39,2025-04-16,207,예능,unpaid,yeonghyigim@ju.kr,22,0
최시우,35,2025-04-25,23,예능,unpaid,sumin27@dreamwiz.com,13,0
이광수,51,2025-04-28,235,다큐멘터리,unpaid,gyeongsu89@hanmail.net,10,0
장순옥,50,2025-04-10,114,드라마,paid,pjang@ijangi.org,28,0
손은영,43,2025-04-30,40,영화,paid,migyeongbag@mungimbag.com,8,0
이영일,30,2025-04-24,134,예능,unpaid,fryu@dreamwiz.com,14,0
최도현,24,2025-04-16,49,예능,unpaid,fi@gmail.com,22,0
이영호,53,2025-04-21,115,다큐멘터리,unpaid,anhyeonsug@soncoe.net,17,0
하아름,62,2025-04-03,220,다큐멘터리,paid,jeonghyii@oibag.com,35,1
김순자,56,2025-04-05,172,예능,unpaid,yeonghyi02@dreamwiz.com,33,1
오정웅,45,2025-04-21,250,예능,unpaid,sumin31@gimryugim.com,17,0
이지훈,43,2025-04-15,272,애니메이션,paid,lbag@yuhanhoesa.net,23,0
심준영,64,2025-04-13,30,애니메이션,unpaid,yeongjagim@hotmail.com,25,0
윤예준,32,2025-04-22,210,애니메이션,unpaid,mi@hanmail.net,16,0
차현우,51,2025-04-12,68,예능,paid,seongminjo@naver.com,26,0
최숙자,58,2025-04-21,142,영화,paid,yeonggilo@heogim.net,17,0
성예진,40,2025-04-23,22,드라마,unpaid,gweonseoyeon@live.com,15,0
손옥자,22,2025-04-29,155,애니메이션,paid,bagdoyun@hotmail.com,9,0
김상훈,47,2025-04-07,125,애니메이션,unpaid,yeongsun20@gimjeong.com,31,1
김채원,64,2025-04-22,15,애니메이션,paid,ygim@hangim.kr,16,0
성현우,57,2025-04-13,35,애니메이션,paid,gimyeongceol@dreamwiz.com,25,0
백정자,31,2025-04-13,298,애니메이션,paid,eungyeongca@naver.com,25,0
나도현,53,2025-04-01,97,애니메이션,unpaid,ijihun@gimcoe.com,37,1
박진우,41,2025-04-04,159,영화,paid,caeweoncoe@bagcoe.com,34,1
오영진,44,2025-04-12,151,다큐멘터리,unpaid,anseonghyeon@gimgimgim.com,26,0
이진호,22,2025-04-24,240,영화,paid,gimjeongho@hanmail.net,14,0
강은정,65,2025-04-02,248,다큐멘터리,paid,junyeong16@bagi.kr,36,1
이지원,39,2025-04-02,199,드라마,unpaid,pgim@hanmail.net,36,1
김동현,20,2025-04-17,219,애니메이션,paid,gimsugja@yuhanhoesa.com,21,0
한현지,51,2025-05-01,261,예능,unpaid,sinseongjin@dreamwiz.com,7,0
김명자,50,2025-04-07,37,영화,paid,boram93@ibag.kr,31,1
김정남,43,2025-04-24,18,애니메이션,paid,gweonseoyun@yu.com,14,0
이현숙,32,2025-04-20,263,영화,unpaid,bryu@dreamwiz.com,18,0
김정호,54,2025-04-22,119,드라마,unpaid,jaehoson@nate.com,16,0
김채원,40,2025-04-21,228,드라마,paid,gimseoyeong@baghai.net,17,0
서서영,41,2025-04-15,11,애니메이션,unpaid,seungmingang@gimgim.org,23,0
김지아,48,2025-04-26,57,다큐멘터리,unpaid,iminjae@daum.net,12,0
최진호,41,2025-04-14,87,드라마,paid,yeongsuggim@naver.com,24,0
배숙자,55,2025-04-21,98,다큐멘터리,paid,subin49@hotmail.com,17,0
이숙자,62,2025-04-22,187,영화,unpaid,geonugim@hanmail.net,16,0
윤수민,28,2025-05-01,116,영화,paid,yeongsuni@dreamwiz.com,7,0
이성수,51,2025-04-06,248,다큐멘터리,unpaid,sunjagim@gogim.kr,32,1
서재현,33,2025-04-17,103,다큐멘터리,paid,hongsugja@hwanggimgim.com,21,0
엄예은,35,2025-04-13,261,다큐멘터리,paid,junhyeog94@yuhanhoesa.com,25,0
박정남,21,2025-04-14,223,다큐멘터리,paid,jinhogim@yuhanhoesa.com,24,0
박도윤,42,2025-04-10,242,드라마,unpaid,donghyeongim@nate.com,28,0
허중수,57,2025-04-23,196,드라마,paid,sanghyeon84@coecoe.kr,15,0
이은지,25,2025-04-06,120,영화,unpaid,junseo38@imunbag.kr,32,1
김춘자,34,2025-04-10,123,다큐멘터리,paid,yeongsigbag@naver.com,28,0
김성호,23,2025-04-07,256,예능,unpaid,jihui@yuhanhoesa.net,31,1
김경희,47,2025-04-17,153,드라마,paid,sugjagim@ju.com,21,0
이현지,54,2025-04-01,3,예능,paid,hayun37@mungimryu.kr,37,1
최정훈,41,2025-04-09,267,예능,paid,yejii@dreamwiz.com,29,0
김영미,26,2025-04-12,83,영화,unpaid,gimmiyeong@ryujogim.kr,26,0
양옥자,48,2025-04-25,3,다큐멘터리,unpaid,bagseojun@yuhanhoesa.kr,13,0
심영수,49,2025-04-28,290,영화,unpaid,seohyeon91@live.com,10,0
박상호,19,2025-04-16,118,드라마,paid,seonyeong86@gimo.org,22,0
박영진,20,2025-04-21,277,예능,unpaid,yeongjai@nate.com,17,0
이영환,32,2025-04-01,274,영화,unpaid,ncoe@naver.com,37,1
이서영,29,2025-04-13,76,영화,unpaid,juweoncoe@naver.com,25,0
최지영,52,2025-04-29,95,다큐멘터리,unpaid,jiminyun@hanmail.net,9,0
한민준,22,2025-04-04,215,예능,paid,zan@jusighoesa.org,34,1
유시우,37,2025-04-05,180,드라마,unpaid,yeongsu19@yuhanhoesa.com,33,1
최현정,54,2025-04-14,91,애니메이션,unpaid,mbag@giman.kr,24,0
김보람,47,2025-04-06,251,예능,paid,yeongil02@yu.kr,32,1
김정식,18,2025-04-23,243,드라마,unpaid,yeji89@isong.com,15,0
김현숙,54,2025-04-23,114,다큐멘터리,paid,seonghun81@yu.com,15,0
송은경,43,2025-04-09,172,예능,paid,xcoe@hanmail.net,29,0
성예원,53,2025-04-26,49,다큐멘터리,paid,bagyeongho@live.com,12,0
지정숙,65,2025-04-27,251,드라마,unpaid,jungsu58@yu.org,11,0
최민준,30,2025-04-12,58,다큐멘터리,paid,yeongsu94@hotmail.com,26,0
장하은,30,2025-04-14,256,영화,paid,yeongilgim@naver.com,24,0
김상호,42,2025-04-26,289,드라마,paid,eunseogim@daum.net,12,0
장은영,48,2025-04-13,142,예능,unpaid,ui@baeyangcoe.com,25,0
나지훈,21,2025-04-02,9,다큐멘터리,paid,kgim@hotmail.com,36,1
안영수,21,2025-04-12,81,영화,unpaid,junhyeog27@yuhanhoesa.kr,26,0
이은영,49,2025-04-27,167,애니메이션,unpaid,minjigim@dreamwiz.com,11,0
이보람,59,2025-04-15,274,드라마,paid,jihugweon@nate.com,23,0
이보람,37,2025-04-29,218,다큐멘터리,unpaid,eunjio@yuhanhoesa.com,9,0
성민재,43,2025-04-01,283,영화,paid,jihungim@ani.kr,37,1
김미숙,52,2025-04-30,183,영화,unpaid,gimyeongceol@yuhanhoesa.kr,8,0
김경자,59,2025-04-26,179,드라마,unpaid,jia93@yu.net,12,0
황예원,55,2025-04-30,112,예능,unpaid,dgang@jusighoesa.com,8,0
강승민,50,2025-04-27,106,영화,paid,gimyeongsig@yuno.kr,11,0
이영희,41,2025-04-06,143,다큐멘터리,unpaid,li@gmail.com,32,1
김상훈,18,2025-04-14,8,영화,unpaid,seonghogim@yuhanhoesa.org,24,0
김은정,29,2025-04-14,76,애니메이션,paid,pi@baggim.kr,24,0
김정숙,22,2025-04-17,100,애니메이션,paid,ibag@naver.com,21,0
김현정,22,2025-04-01,46,영화,paid,ogang@bagyuni.com,37,1
김동현,58,2025-04-17,258,영화,unpaid,jungsu24@gmail.com,21,0
송준혁,37,2025-04-05,242,다큐멘터리,paid,gyeongsug07@dreamwiz.com,33,1
권주원,50,2025-04-13,13,영화,unpaid,coeseungmin@igimseo.kr,25,0
김미경,54,2025-04-27,136,예능,paid,ujin84@gimgimgim.com,11,0
강수민,44,2025-04-12,222,애니메이션,unpaid,jeongsugim@gmail.com,26,0
김서준,36,2025-04-05,292,드라마,paid,gimseongjin@dreamwiz.com,33,1
이주원,48,2025-04-03,230,다큐멘터리,unpaid,gyeongsug05@daum.net,35,1
곽명숙,44,2025-04-03,18,예능,paid,jeongseonghun@naver.com,35,1
류미영,25,2025-04-25,258,애니메이션,paid,chwang@ju.net,13,0
박현지,55,2025-04-07,224,다큐멘터리,paid,tjang@nate.com,31,1
서정호,35,2025-04-24,300,애니메이션,unpaid,gyeonghyi43@sonmun.com,14,0
김영희,32,2025-04-22,99,애니메이션,paid,eunjeongcoe@angimgim.org,16,0
한민지,45,2025-04-23,212,애니메이션,unpaid,seonghyeongim@nameom.net,15,0
이민재,56,2025-04-18,293,예능,unpaid,myeongsugi@songbag.com,20,0
이정웅,59,2025-04-04,288,영화,unpaid,bagjinu@naver.com,34,1
박윤서,52,2025-04-09,152,애니메이션,paid,yejin49@hotmail.com,29,0
김성민,33,2025-04-09,258,영화,paid,hyeonu86@hotmail.com,29,0
강아름,37,2025-04-10,140,애니메이션,unpaid,yeji86@yuhanhoesa.com,28,0
이은주,60,2025-04-11,77,드라마,paid,bagminjae@jusighoesa.com,27,0
김경수,54,2025-04-02,95,드라마,unpaid,sbag@naver.com,36,1
김정웅,25,2025-04-17,53,애니메이션,paid,areumnam@yuhanhoesa.kr,21,0
안명숙,27,2025-04-10,125,드라마,paid,seojeongsun@daum.net,28,0
성미숙,44,2025-04-22,190,애니메이션,unpaid,hgim@jusighoesa.kr,16,0
김재현,31,2025-04-25,70,예능,unpaid,bhan@daum.net,13,0
김승민,25,2025-04-10,75,드라마,paid,mijeongjo@nate.com,28,0
최혜진,65,2025-04-30,215,드라마,paid,bgweon@nate.com,8,0
최서영,57,2025-04-29,7,애니메이션,unpaid,hyeonsug76@gmail.com,9,0
나은서,27,2025-04-29,221,드라마,paid,geonu33@gimryu.net,9,0
허옥순,47,2025-04-11,95,드라마,unpaid,gimjongsu@yu.kr,27,0
김성민,32,2025-04-27,170,다큐멘터리,paid,yejino@dreamwiz.com,11,0
류정수,59,2025-04-28,178,애니메이션,unpaid,dohyeon96@ju.kr,10,0
문준호,55,2025-04-17,143,예능,paid,gangsugja@yu.com,21,0
김명숙,34,2025-05-01,37,애니메이션,unpaid,kgweon@daum.net,7,0
이승민,51,2025-04-12,33,다큐멘터리,unpaid,minjun90@iii.net,26,0
김영호,33,2025-04-10,263,예능,paid,myun@hanmail.net,28,0
이시우,27,2025-04-18,207,드라마,unpaid,jangjihun@gimi.net,20,0
이현준,32,2025-04-19,269,애니메이션,unpaid,jinhoyu@hanmail.net,19,0
이정훈,32,2025-04-28,98,영화,unpaid,seoyeongjin@yu.net,10,0
이예은,52,2025-04-14,184,애니메이션,unpaid,ogsungim@naver.com,24,0
강혜진,60,2025-04-11,100,드라마,paid,qcoe@yu.kr,27,0
박진우,21,2025-04-24,57,영화,unpaid,qjang@mungim.org,14,0
이현지,32,2025-04-16,106,예능,paid,gyeonghyi98@jusighoesa.net,22,0
김영진,18,2025-05-01,230,애니메이션,unpaid,ki@gmail.com,7,0
이재현,37,2025-04-08,294,다큐멘터리,paid,eunji46@yu.com,30,1
이진호,48,2025-04-09,112,예능,paid,jgim@jubaegi.kr,29,0
윤영환,63,2025-04-11,18,영화,unpaid,jeongnamhan@yuhanhoesa.org,27,0
남지훈,25,2025-04-28,79,애니메이션,paid,coehayun@daum.net,10,0
홍민재,35,2025-04-29,73,다큐멘터리,unpaid,jiyeong66@bagsim.net,9,0
이지영,23,2025-04-10,43,애니메이션,unpaid,seungmingweon@jogang.kr,28,0
임성호,62,2025-04-30,251,애니메이션,paid,myeongjajo@nate.com,8,0
이영수,28,2025-04-19,238,영화,paid,yeongsigi@yu.com,19,0
김현숙,60,2025-04-09,287,드라마,paid,dim@hanmail.net,29,0
